{'SiO2': 87, 'TiO2': 91, 'Al2O3': 71, 'FeO': 17, 'MnO': 18, 'MgO': 72, 'CaO': 69, 'Na2O': 1, 'K2O': 100, 'F': 97, 'Cl': 80, 'Bjergart': 'Dunit'}
{'SiO2': 15, 'TiO2': 7, 'Al2O3': 35, 'FeO': 63, 'MnO': 79, 'MgO': 66, 'CaO': 23, 'Na2O': 13, 'K2O': 97, 'F': 45, 'Cl': 4, 'Bjergart': 'Amfibolit'}
{'SiO2': 57, 'TiO2': 10, 'Al2O3': 47, 'FeO': 4, 'MnO': 38, 'MgO': 31, 'CaO': 55, 'Na2O': 73, 'K2O': 0, 'F': 72, 'Cl': 45, 'Bjergart': 'Granulit'}
{'SiO2': 17, 'TiO2': 59, 'Al2O3': 54, 'FeO': 30, 'MnO': 1, 'MgO': 86, 'CaO': 26, 'Na2O': 16, 'K2O': 78, 'F': 20, 'Cl': 89, 'Bjergart': 'Amfibolit'}
{'SiO2': 15, 'TiO2': 35, 'Al2O3': 6, 'FeO': 19, 'MnO': 72, 'MgO': 84, 'CaO': 32, 'Na2O': 86, 'K2O': 13, 'F': 71, 'Cl': 39, 'Bjergart': 'Granulit'}
{'SiO2': 92, 'TiO2': 59, 'Al2O3': 1, 'FeO': 61, 'MnO': 31, 'MgO': 46, 'CaO': 19, 'Na2O': 42, 'K2O': 92, 'F': 34, 'Cl': 11, 'Bjergart': 'Granit'}
{'SiO2': 34, 'TiO2': 83, 'Al2O3': 4, 'FeO': 26, 'MnO': 79, 'MgO': 19, 'CaO': 28, 'Na2O': 58, 'K2O': 20, 'F': 86, 'Cl': 19, 'Bjergart': 'Granit'}
{'SiO2': 90, 'TiO2': 31, 'Al2O3': 10, 'FeO': 43, 'MnO': 46, 'MgO': 60, 'CaO': 57, 'Na2O': 8, 'K2O': 30, 'F': 89, 'Cl': 91, 'Bjergart': 'Amfibolit'}
{'SiO2': 57, 'TiO2': 10, 'Al2O3': 98, 'FeO': 52, 'MnO': 77, 'MgO': 36, 'CaO': 77, 'Na2O': 72, 'K2O': 63, 'F': 100, 'Cl': 37, 'Bjergart': 'Harzburgite'}
{'SiO2': 70, 'TiO2': 28, 'Al2O3': 28, 'FeO': 21, 'MnO': 56, 'MgO': 80, 'CaO': 10, 'Na2O': 17, 'K2O': 28, 'F': 58, 'Cl': 94, 'Bjergart': 'Amfibolit'}
{'SiO2': 6, 'TiO2': 7, 'Al2O3': 29, 'FeO': 98, 'MnO': 23, 'MgO': 15, 'CaO': 44, 'Na2O': 61, 'K2O': 97, 'F': 70, 'Cl': 25, 'Bjergart': 'Granit'}
{'SiO2': 79, 'TiO2': 61, 'Al2O3': 57, 'FeO': 72, 'MnO': 65, 'MgO': 12, 'CaO': 37, 'Na2O': 0, 'K2O': 85, 'F': 65, 'Cl': 37, 'Bjergart': 'Granulit'}
{'SiO2': 38, 'TiO2': 17, 'Al2O3': 16, 'FeO': 38, 'MnO': 15, 'MgO': 95, 'CaO': 88, 'Na2O': 89, 'K2O': 98, 'F': 89, 'Cl': 3, 'Bjergart': 'Gnejs'}
{'SiO2': 8, 'TiO2': 96, 'Al2O3': 36, 'FeO': 1, 'MnO': 17, 'MgO': 5, 'CaO': 37, 'Na2O': 43, 'K2O': 38, 'F': 84, 'Cl': 50, 'Bjergart': 'Harzburgite'}
{'SiO2': 7, 'TiO2': 10, 'Al2O3': 81, 'FeO': 59, 'MnO': 40, 'MgO': 78, 'CaO': 25, 'Na2O': 25, 'K2O': 88, 'F': 89, 'Cl': 68, 'Bjergart': 'Gnejs'}
{'SiO2': 80, 'TiO2': 17, 'Al2O3': 29, 'FeO': 38, 'MnO': 41, 'MgO': 51, 'CaO': 0, 'Na2O': 33, 'K2O': 22, 'F': 11, 'Cl': 32, 'Bjergart': 'Basalt'}
{'SiO2': 44, 'TiO2': 20, 'Al2O3': 82, 'FeO': 57, 'MnO': 8, 'MgO': 71, 'CaO': 92, 'Na2O': 76, 'K2O': 46, 'F': 62, 'Cl': 17, 'Bjergart': 'Amfibolit'}
{'SiO2': 14, 'TiO2': 23, 'Al2O3': 80, 'FeO': 76, 'MnO': 76, 'MgO': 3, 'CaO': 64, 'Na2O': 58, 'K2O': 43, 'F': 29, 'Cl': 41, 'Bjergart': 'Granit'}
{'SiO2': 5, 'TiO2': 58, 'Al2O3': 78, 'FeO': 21, 'MnO': 84, 'MgO': 66, 'CaO': 90, 'Na2O': 30, 'K2O': 16, 'F': 1, 'Cl': 4, 'Bjergart': 'Granulit'}
{'SiO2': 43, 'TiO2': 11, 'Al2O3': 74, 'FeO': 27, 'MnO': 5, 'MgO': 33, 'CaO': 70, 'Na2O': 86, 'K2O': 50, 'F': 24, 'Cl': 46, 'Bjergart': 'Dunit'}
{'SiO2': 0, 'TiO2': 55, 'Al2O3': 3, 'FeO': 59, 'MnO': 63, 'MgO': 52, 'CaO': 45, 'Na2O': 2, 'K2O': 37, 'F': 59, 'Cl': 23, 'Bjergart': 'Granulit'}
{'SiO2': 27, 'TiO2': 19, 'Al2O3': 1, 'FeO': 50, 'MnO': 91, 'MgO': 86, 'CaO': 4, 'Na2O': 92, 'K2O': 84, 'F': 73, 'Cl': 23, 'Bjergart': 'Dunit'}
{'SiO2': 65, 'TiO2': 88, 'Al2O3': 8, 'FeO': 46, 'MnO': 11, 'MgO': 34, 'CaO': 16, 'Na2O': 83, 'K2O': 28, 'F': 54, 'Cl': 85, 'Bjergart': 'Dunit'}
{'SiO2': 53, 'TiO2': 83, 'Al2O3': 77, 'FeO': 80, 'MnO': 4, 'MgO': 22, 'CaO': 82, 'Na2O': 31, 'K2O': 2, 'F': 43, 'Cl': 9, 'Bjergart': 'Dunit'}
{'SiO2': 40, 'TiO2': 43, 'Al2O3': 55, 'FeO': 12, 'MnO': 81, 'MgO': 7, 'CaO': 58, 'Na2O': 28, 'K2O': 62, 'F': 75, 'Cl': 41, 'Bjergart': 'Harzburgite'}
{'SiO2': 57, 'TiO2': 62, 'Al2O3': 15, 'FeO': 12, 'MnO': 55, 'MgO': 29, 'CaO': 59, 'Na2O': 46, 'K2O': 12, 'F': 53, 'Cl': 55, 'Bjergart': 'Granulit'}
{'SiO2': 70, 'TiO2': 93, 'Al2O3': 65, 'FeO': 35, 'MnO': 91, 'MgO': 31, 'CaO': 67, 'Na2O': 69, 'K2O': 65, 'F': 86, 'Cl': 46, 'Bjergart': 'Dunit'}
{'SiO2': 34, 'TiO2': 28, 'Al2O3': 16, 'FeO': 14, 'MnO': 0, 'MgO': 13, 'CaO': 97, 'Na2O': 14, 'K2O': 88, 'F': 43, 'Cl': 50, 'Bjergart': 'Basalt'}
{'SiO2': 70, 'TiO2': 42, 'Al2O3': 43, 'FeO': 82, 'MnO': 6, 'MgO': 51, 'CaO': 42, 'Na2O': 50, 'K2O': 19, 'F': 52, 'Cl': 72, 'Bjergart': 'Basalt'}
{'SiO2': 64, 'TiO2': 48, 'Al2O3': 23, 'FeO': 68, 'MnO': 58, 'MgO': 66, 'CaO': 99, 'Na2O': 25, 'K2O': 77, 'F': 20, 'Cl': 70, 'Bjergart': 'Granulit'}
{'SiO2': 96, 'TiO2': 3, 'Al2O3': 76, 'FeO': 100, 'MnO': 37, 'MgO': 40, 'CaO': 4, 'Na2O': 69, 'K2O': 26, 'F': 70, 'Cl': 32, 'Bjergart': 'Dunit'}
{'SiO2': 46, 'TiO2': 74, 'Al2O3': 74, 'FeO': 24, 'MnO': 81, 'MgO': 74, 'CaO': 22, 'Na2O': 28, 'K2O': 30, 'F': 24, 'Cl': 90, 'Bjergart': 'Granit'}
{'SiO2': 9, 'TiO2': 93, 'Al2O3': 93, 'FeO': 26, 'MnO': 17, 'MgO': 61, 'CaO': 95, 'Na2O': 91, 'K2O': 19, 'F': 92, 'Cl': 46, 'Bjergart': 'Granit'}
{'SiO2': 44, 'TiO2': 11, 'Al2O3': 73, 'FeO': 77, 'MnO': 46, 'MgO': 60, 'CaO': 47, 'Na2O': 52, 'K2O': 51, 'F': 93, 'Cl': 44, 'Bjergart': 'Dunit'}
{'SiO2': 72, 'TiO2': 21, 'Al2O3': 63, 'FeO': 12, 'MnO': 77, 'MgO': 61, 'CaO': 4, 'Na2O': 41, 'K2O': 27, 'F': 39, 'Cl': 53, 'Bjergart': 'Granulit'}
{'SiO2': 83, 'TiO2': 77, 'Al2O3': 33, 'FeO': 55, 'MnO': 89, 'MgO': 71, 'CaO': 74, 'Na2O': 100, 'K2O': 16, 'F': 68, 'Cl': 63, 'Bjergart': 'Basalt'}
{'SiO2': 90, 'TiO2': 34, 'Al2O3': 13, 'FeO': 90, 'MnO': 38, 'MgO': 40, 'CaO': 45, 'Na2O': 14, 'K2O': 39, 'F': 17, 'Cl': 41, 'Bjergart': 'Granulit'}
{'SiO2': 31, 'TiO2': 93, 'Al2O3': 30, 'FeO': 74, 'MnO': 54, 'MgO': 59, 'CaO': 48, 'Na2O': 73, 'K2O': 49, 'F': 2, 'Cl': 13, 'Bjergart': 'Harzburgite'}
{'SiO2': 78, 'TiO2': 54, 'Al2O3': 38, 'FeO': 32, 'MnO': 15, 'MgO': 10, 'CaO': 33, 'Na2O': 62, 'K2O': 70, 'F': 14, 'Cl': 94, 'Bjergart': 'Granulit'}
{'SiO2': 68, 'TiO2': 23, 'Al2O3': 35, 'FeO': 48, 'MnO': 94, 'MgO': 18, 'CaO': 81, 'Na2O': 95, 'K2O': 14, 'F': 1, 'Cl': 42, 'Bjergart': 'Granit'}
{'SiO2': 62, 'TiO2': 53, 'Al2O3': 40, 'FeO': 76, 'MnO': 36, 'MgO': 65, 'CaO': 49, 'Na2O': 93, 'K2O': 5, 'F': 4, 'Cl': 37, 'Bjergart': 'Basalt'}
{'SiO2': 3, 'TiO2': 83, 'Al2O3': 60, 'FeO': 97, 'MnO': 15, 'MgO': 84, 'CaO': 97, 'Na2O': 52, 'K2O': 40, 'F': 88, 'Cl': 80, 'Bjergart': 'Harzburgite'}
{'SiO2': 26, 'TiO2': 48, 'Al2O3': 3, 'FeO': 7, 'MnO': 64, 'MgO': 68, 'CaO': 45, 'Na2O': 68, 'K2O': 55, 'F': 30, 'Cl': 22, 'Bjergart': 'Dunit'}
{'SiO2': 27, 'TiO2': 34, 'Al2O3': 22, 'FeO': 58, 'MnO': 4, 'MgO': 86, 'CaO': 24, 'Na2O': 98, 'K2O': 93, 'F': 69, 'Cl': 2, 'Bjergart': 'Granulit'}
{'SiO2': 94, 'TiO2': 37, 'Al2O3': 38, 'FeO': 14, 'MnO': 64, 'MgO': 14, 'CaO': 75, 'Na2O': 92, 'K2O': 29, 'F': 45, 'Cl': 79, 'Bjergart': 'Amfibolit'}
{'SiO2': 42, 'TiO2': 21, 'Al2O3': 43, 'FeO': 89, 'MnO': 100, 'MgO': 42, 'CaO': 88, 'Na2O': 2, 'K2O': 20, 'F': 5, 'Cl': 95, 'Bjergart': 'Granit'}
{'SiO2': 41, 'TiO2': 39, 'Al2O3': 0, 'FeO': 48, 'MnO': 15, 'MgO': 43, 'CaO': 76, 'Na2O': 47, 'K2O': 71, 'F': 92, 'Cl': 68, 'Bjergart': 'Gnejs'}
{'SiO2': 42, 'TiO2': 17, 'Al2O3': 24, 'FeO': 40, 'MnO': 87, 'MgO': 64, 'CaO': 77, 'Na2O': 71, 'K2O': 19, 'F': 84, 'Cl': 29, 'Bjergart': 'Gnejs'}
{'SiO2': 95, 'TiO2': 70, 'Al2O3': 60, 'FeO': 74, 'MnO': 71, 'MgO': 68, 'CaO': 66, 'Na2O': 30, 'K2O': 96, 'F': 29, 'Cl': 97, 'Bjergart': 'Amfibolit'}
{'SiO2': 35, 'TiO2': 77, 'Al2O3': 52, 'FeO': 84, 'MnO': 70, 'MgO': 10, 'CaO': 17, 'Na2O': 1, 'K2O': 64, 'F': 72, 'Cl': 5, 'Bjergart': 'Dunit'}
{'SiO2': 73, 'TiO2': 73, 'Al2O3': 40, 'FeO': 79, 'MnO': 93, 'MgO': 37, 'CaO': 94, 'Na2O': 39, 'K2O': 39, 'F': 82, 'Cl': 26, 'Bjergart': 'Granulit'}
{'SiO2': 11, 'TiO2': 92, 'Al2O3': 13, 'FeO': 17, 'MnO': 25, 'MgO': 31, 'CaO': 81, 'Na2O': 75, 'K2O': 71, 'F': 30, 'Cl': 26, 'Bjergart': 'Harzburgite'}
{'SiO2': 9, 'TiO2': 0, 'Al2O3': 96, 'FeO': 59, 'MnO': 96, 'MgO': 86, 'CaO': 48, 'Na2O': 54, 'K2O': 15, 'F': 20, 'Cl': 93, 'Bjergart': 'Gnejs'}
{'SiO2': 40, 'TiO2': 2, 'Al2O3': 68, 'FeO': 42, 'MnO': 87, 'MgO': 73, 'CaO': 7, 'Na2O': 5, 'K2O': 6, 'F': 28, 'Cl': 58, 'Bjergart': 'Harzburgite'}
{'SiO2': 18, 'TiO2': 89, 'Al2O3': 67, 'FeO': 62, 'MnO': 22, 'MgO': 82, 'CaO': 25, 'Na2O': 96, 'K2O': 39, 'F': 54, 'Cl': 28, 'Bjergart': 'Gnejs'}
{'SiO2': 65, 'TiO2': 55, 'Al2O3': 89, 'FeO': 14, 'MnO': 24, 'MgO': 1, 'CaO': 92, 'Na2O': 95, 'K2O': 89, 'F': 16, 'Cl': 43, 'Bjergart': 'Gnejs'}
{'SiO2': 64, 'TiO2': 4, 'Al2O3': 6, 'FeO': 56, 'MnO': 99, 'MgO': 98, 'CaO': 30, 'Na2O': 88, 'K2O': 69, 'F': 13, 'Cl': 17, 'Bjergart': 'Gnejs'}
{'SiO2': 74, 'TiO2': 12, 'Al2O3': 33, 'FeO': 6, 'MnO': 97, 'MgO': 70, 'CaO': 72, 'Na2O': 6, 'K2O': 72, 'F': 76, 'Cl': 93, 'Bjergart': 'Dunit'}
{'SiO2': 0, 'TiO2': 81, 'Al2O3': 67, 'FeO': 21, 'MnO': 25, 'MgO': 44, 'CaO': 84, 'Na2O': 48, 'K2O': 33, 'F': 52, 'Cl': 3, 'Bjergart': 'Granulit'}
{'SiO2': 8, 'TiO2': 36, 'Al2O3': 79, 'FeO': 100, 'MnO': 85, 'MgO': 49, 'CaO': 27, 'Na2O': 96, 'K2O': 38, 'F': 64, 'Cl': 49, 'Bjergart': 'Dunit'}
{'SiO2': 59, 'TiO2': 66, 'Al2O3': 68, 'FeO': 48, 'MnO': 5, 'MgO': 66, 'CaO': 74, 'Na2O': 90, 'K2O': 88, 'F': 93, 'Cl': 58, 'Bjergart': 'Basalt'}
{'SiO2': 35, 'TiO2': 90, 'Al2O3': 16, 'FeO': 65, 'MnO': 57, 'MgO': 81, 'CaO': 17, 'Na2O': 97, 'K2O': 93, 'F': 86, 'Cl': 98, 'Bjergart': 'Amfibolit'}
{'SiO2': 12, 'TiO2': 19, 'Al2O3': 75, 'FeO': 93, 'MnO': 62, 'MgO': 50, 'CaO': 31, 'Na2O': 4, 'K2O': 76, 'F': 100, 'Cl': 56, 'Bjergart': 'Harzburgite'}
{'SiO2': 69, 'TiO2': 93, 'Al2O3': 41, 'FeO': 69, 'MnO': 23, 'MgO': 94, 'CaO': 41, 'Na2O': 100, 'K2O': 33, 'F': 78, 'Cl': 59, 'Bjergart': 'Granulit'}
{'SiO2': 46, 'TiO2': 21, 'Al2O3': 86, 'FeO': 58, 'MnO': 17, 'MgO': 66, 'CaO': 31, 'Na2O': 50, 'K2O': 89, 'F': 4, 'Cl': 76, 'Bjergart': 'Gnejs'}
{'SiO2': 8, 'TiO2': 47, 'Al2O3': 82, 'FeO': 1, 'MnO': 41, 'MgO': 64, 'CaO': 91, 'Na2O': 51, 'K2O': 78, 'F': 53, 'Cl': 26, 'Bjergart': 'Granulit'}
{'SiO2': 49, 'TiO2': 86, 'Al2O3': 58, 'FeO': 40, 'MnO': 42, 'MgO': 100, 'CaO': 84, 'Na2O': 74, 'K2O': 55, 'F': 80, 'Cl': 3, 'Bjergart': 'Dunit'}
{'SiO2': 91, 'TiO2': 79, 'Al2O3': 83, 'FeO': 32, 'MnO': 71, 'MgO': 37, 'CaO': 100, 'Na2O': 6, 'K2O': 19, 'F': 53, 'Cl': 14, 'Bjergart': 'Amfibolit'}
{'SiO2': 93, 'TiO2': 68, 'Al2O3': 42, 'FeO': 58, 'MnO': 72, 'MgO': 88, 'CaO': 57, 'Na2O': 87, 'K2O': 35, 'F': 78, 'Cl': 64, 'Bjergart': 'Granulit'}
{'SiO2': 73, 'TiO2': 63, 'Al2O3': 71, 'FeO': 79, 'MnO': 16, 'MgO': 17, 'CaO': 68, 'Na2O': 14, 'K2O': 19, 'F': 25, 'Cl': 89, 'Bjergart': 'Granulit'}
{'SiO2': 1, 'TiO2': 84, 'Al2O3': 28, 'FeO': 53, 'MnO': 39, 'MgO': 94, 'CaO': 72, 'Na2O': 98, 'K2O': 91, 'F': 17, 'Cl': 77, 'Bjergart': 'Gnejs'}
{'SiO2': 36, 'TiO2': 63, 'Al2O3': 35, 'FeO': 45, 'MnO': 75, 'MgO': 15, 'CaO': 99, 'Na2O': 38, 'K2O': 13, 'F': 70, 'Cl': 65, 'Bjergart': 'Amfibolit'}
{'SiO2': 75, 'TiO2': 18, 'Al2O3': 63, 'FeO': 61, 'MnO': 28, 'MgO': 93, 'CaO': 75, 'Na2O': 9, 'K2O': 12, 'F': 37, 'Cl': 4, 'Bjergart': 'Dunit'}
{'SiO2': 50, 'TiO2': 54, 'Al2O3': 51, 'FeO': 41, 'MnO': 84, 'MgO': 14, 'CaO': 7, 'Na2O': 95, 'K2O': 15, 'F': 90, 'Cl': 43, 'Bjergart': 'Granit'}
{'SiO2': 35, 'TiO2': 98, 'Al2O3': 45, 'FeO': 45, 'MnO': 68, 'MgO': 16, 'CaO': 96, 'Na2O': 68, 'K2O': 87, 'F': 50, 'Cl': 40, 'Bjergart': 'Basalt'}
{'SiO2': 81, 'TiO2': 78, 'Al2O3': 14, 'FeO': 46, 'MnO': 74, 'MgO': 32, 'CaO': 48, 'Na2O': 82, 'K2O': 11, 'F': 32, 'Cl': 21, 'Bjergart': 'Basalt'}
{'SiO2': 100, 'TiO2': 94, 'Al2O3': 10, 'FeO': 10, 'MnO': 78, 'MgO': 37, 'CaO': 77, 'Na2O': 52, 'K2O': 93, 'F': 8, 'Cl': 64, 'Bjergart': 'Amfibolit'}
{'SiO2': 55, 'TiO2': 8, 'Al2O3': 33, 'FeO': 50, 'MnO': 56, 'MgO': 10, 'CaO': 43, 'Na2O': 77, 'K2O': 46, 'F': 62, 'Cl': 40, 'Bjergart': 'Dunit'}
{'SiO2': 21, 'TiO2': 94, 'Al2O3': 92, 'FeO': 76, 'MnO': 61, 'MgO': 39, 'CaO': 19, 'Na2O': 94, 'K2O': 26, 'F': 59, 'Cl': 36, 'Bjergart': 'Granit'}
{'SiO2': 97, 'TiO2': 67, 'Al2O3': 73, 'FeO': 40, 'MnO': 22, 'MgO': 98, 'CaO': 20, 'Na2O': 30, 'K2O': 51, 'F': 83, 'Cl': 27, 'Bjergart': 'Granit'}
{'SiO2': 49, 'TiO2': 35, 'Al2O3': 0, 'FeO': 47, 'MnO': 98, 'MgO': 100, 'CaO': 86, 'Na2O': 89, 'K2O': 36, 'F': 77, 'Cl': 79, 'Bjergart': 'Dunit'}
{'SiO2': 37, 'TiO2': 75, 'Al2O3': 83, 'FeO': 98, 'MnO': 34, 'MgO': 19, 'CaO': 82, 'Na2O': 69, 'K2O': 82, 'F': 68, 'Cl': 74, 'Bjergart': 'Dunit'}
{'SiO2': 1, 'TiO2': 61, 'Al2O3': 45, 'FeO': 99, 'MnO': 27, 'MgO': 61, 'CaO': 75, 'Na2O': 11, 'K2O': 1, 'F': 28, 'Cl': 37, 'Bjergart': 'Granit'}
{'SiO2': 36, 'TiO2': 74, 'Al2O3': 44, 'FeO': 68, 'MnO': 60, 'MgO': 54, 'CaO': 47, 'Na2O': 64, 'K2O': 67, 'F': 84, 'Cl': 25, 'Bjergart': 'Granit'}
{'SiO2': 35, 'TiO2': 47, 'Al2O3': 24, 'FeO': 88, 'MnO': 58, 'MgO': 29, 'CaO': 63, 'Na2O': 44, 'K2O': 63, 'F': 9, 'Cl': 1, 'Bjergart': 'Basalt'}
{'SiO2': 68, 'TiO2': 34, 'Al2O3': 24, 'FeO': 78, 'MnO': 96, 'MgO': 98, 'CaO': 83, 'Na2O': 79, 'K2O': 41, 'F': 24, 'Cl': 45, 'Bjergart': 'Granulit'}
{'SiO2': 10, 'TiO2': 19, 'Al2O3': 15, 'FeO': 64, 'MnO': 66, 'MgO': 25, 'CaO': 88, 'Na2O': 14, 'K2O': 53, 'F': 23, 'Cl': 24, 'Bjergart': 'Dunit'}
{'SiO2': 29, 'TiO2': 46, 'Al2O3': 31, 'FeO': 7, 'MnO': 37, 'MgO': 55, 'CaO': 32, 'Na2O': 29, 'K2O': 51, 'F': 52, 'Cl': 46, 'Bjergart': 'Harzburgite'}
{'SiO2': 7, 'TiO2': 6, 'Al2O3': 40, 'FeO': 26, 'MnO': 62, 'MgO': 52, 'CaO': 79, 'Na2O': 22, 'K2O': 59, 'F': 84, 'Cl': 17, 'Bjergart': 'Amfibolit'}
{'SiO2': 36, 'TiO2': 93, 'Al2O3': 97, 'FeO': 36, 'MnO': 21, 'MgO': 40, 'CaO': 27, 'Na2O': 95, 'K2O': 93, 'F': 51, 'Cl': 3, 'Bjergart': 'Harzburgite'}
{'SiO2': 25, 'TiO2': 14, 'Al2O3': 74, 'FeO': 34, 'MnO': 67, 'MgO': 9, 'CaO': 9, 'Na2O': 87, 'K2O': 100, 'F': 48, 'Cl': 7, 'Bjergart': 'Basalt'}
{'SiO2': 53, 'TiO2': 10, 'Al2O3': 94, 'FeO': 76, 'MnO': 41, 'MgO': 19, 'CaO': 62, 'Na2O': 19, 'K2O': 37, 'F': 63, 'Cl': 5, 'Bjergart': 'Dunit'}
{'SiO2': 26, 'TiO2': 27, 'Al2O3': 80, 'FeO': 35, 'MnO': 21, 'MgO': 90, 'CaO': 62, 'Na2O': 1, 'K2O': 33, 'F': 4, 'Cl': 2, 'Bjergart': 'Dunit'}
{'SiO2': 100, 'TiO2': 64, 'Al2O3': 5, 'FeO': 70, 'MnO': 88, 'MgO': 39, 'CaO': 99, 'Na2O': 50, 'K2O': 20, 'F': 61, 'Cl': 13, 'Bjergart': 'Harzburgite'}
{'SiO2': 100, 'TiO2': 12, 'Al2O3': 28, 'FeO': 32, 'MnO': 78, 'MgO': 13, 'CaO': 81, 'Na2O': 66, 'K2O': 45, 'F': 82, 'Cl': 1, 'Bjergart': 'Granulit'}
{'SiO2': 81, 'TiO2': 51, 'Al2O3': 2, 'FeO': 100, 'MnO': 71, 'MgO': 43, 'CaO': 40, 'Na2O': 64, 'K2O': 68, 'F': 11, 'Cl': 19, 'Bjergart': 'Basalt'}
{'SiO2': 27, 'TiO2': 60, 'Al2O3': 68, 'FeO': 68, 'MnO': 49, 'MgO': 82, 'CaO': 89, 'Na2O': 83, 'K2O': 80, 'F': 75, 'Cl': 59, 'Bjergart': 'Granulit'}
{'SiO2': 43, 'TiO2': 18, 'Al2O3': 39, 'FeO': 4, 'MnO': 72, 'MgO': 58, 'CaO': 23, 'Na2O': 8, 'K2O': 66, 'F': 11, 'Cl': 10, 'Bjergart': 'Basalt'}
{'SiO2': 12, 'TiO2': 57, 'Al2O3': 1, 'FeO': 73, 'MnO': 30, 'MgO': 54, 'CaO': 6, 'Na2O': 19, 'K2O': 76, 'F': 90, 'Cl': 73, 'Bjergart': 'Amfibolit'}
{'SiO2': 50, 'TiO2': 50, 'Al2O3': 66, 'FeO': 73, 'MnO': 66, 'MgO': 65, 'CaO': 76, 'Na2O': 81, 'K2O': 86, 'F': 77, 'Cl': 86, 'Bjergart': 'Harzburgite'}
{'SiO2': 61, 'TiO2': 81, 'Al2O3': 35, 'FeO': 36, 'MnO': 5, 'MgO': 37, 'CaO': 29, 'Na2O': 16, 'K2O': 15, 'F': 6, 'Cl': 23, 'Bjergart': 'Granulit'}
{'SiO2': 86, 'TiO2': 87, 'Al2O3': 74, 'FeO': 6, 'MnO': 43, 'MgO': 40, 'CaO': 26, 'Na2O': 20, 'K2O': 88, 'F': 65, 'Cl': 29, 'Bjergart': 'Basalt'}
{'SiO2': 36, 'TiO2': 50, 'Al2O3': 73, 'FeO': 80, 'MnO': 88, 'MgO': 62, 'CaO': 51, 'Na2O': 40, 'K2O': 97, 'F': 27, 'Cl': 82, 'Bjergart': 'Granulit'}
{'SiO2': 26, 'TiO2': 69, 'Al2O3': 99, 'FeO': 13, 'MnO': 6, 'MgO': 69, 'CaO': 96, 'Na2O': 36, 'K2O': 69, 'F': 67, 'Cl': 49, 'Bjergart': 'Harzburgite'}
{'SiO2': 75, 'TiO2': 46, 'Al2O3': 88, 'FeO': 19, 'MnO': 91, 'MgO': 77, 'CaO': 21, 'Na2O': 64, 'K2O': 52, 'F': 84, 'Cl': 68, 'Bjergart': 'Gnejs'}
{'SiO2': 15, 'TiO2': 73, 'Al2O3': 38, 'FeO': 4, 'MnO': 45, 'MgO': 88, 'CaO': 81, 'Na2O': 22, 'K2O': 35, 'F': 42, 'Cl': 44, 'Bjergart': 'Amfibolit'}
{'SiO2': 38, 'TiO2': 37, 'Al2O3': 60, 'FeO': 24, 'MnO': 57, 'MgO': 76, 'CaO': 95, 'Na2O': 40, 'K2O': 87, 'F': 89, 'Cl': 58, 'Bjergart': 'Amfibolit'}
{'SiO2': 59, 'TiO2': 50, 'Al2O3': 73, 'FeO': 46, 'MnO': 44, 'MgO': 48, 'CaO': 87, 'Na2O': 29, 'K2O': 58, 'F': 24, 'Cl': 64, 'Bjergart': 'Basalt'}
{'SiO2': 10, 'TiO2': 23, 'Al2O3': 37, 'FeO': 61, 'MnO': 31, 'MgO': 97, 'CaO': 55, 'Na2O': 10, 'K2O': 6, 'F': 83, 'Cl': 44, 'Bjergart': 'Dunit'}
{'SiO2': 5, 'TiO2': 83, 'Al2O3': 84, 'FeO': 100, 'MnO': 78, 'MgO': 39, 'CaO': 26, 'Na2O': 16, 'K2O': 82, 'F': 83, 'Cl': 99, 'Bjergart': 'Basalt'}
{'SiO2': 10, 'TiO2': 79, 'Al2O3': 7, 'FeO': 60, 'MnO': 46, 'MgO': 34, 'CaO': 50, 'Na2O': 16, 'K2O': 28, 'F': 53, 'Cl': 36, 'Bjergart': 'Basalt'}
{'SiO2': 5, 'TiO2': 63, 'Al2O3': 37, 'FeO': 79, 'MnO': 3, 'MgO': 21, 'CaO': 31, 'Na2O': 24, 'K2O': 91, 'F': 70, 'Cl': 46, 'Bjergart': 'Granit'}
{'SiO2': 48, 'TiO2': 61, 'Al2O3': 77, 'FeO': 93, 'MnO': 56, 'MgO': 40, 'CaO': 14, 'Na2O': 54, 'K2O': 81, 'F': 2, 'Cl': 4, 'Bjergart': 'Granulit'}
{'SiO2': 53, 'TiO2': 59, 'Al2O3': 47, 'FeO': 63, 'MnO': 40, 'MgO': 32, 'CaO': 71, 'Na2O': 91, 'K2O': 96, 'F': 43, 'Cl': 60, 'Bjergart': 'Basalt'}
{'SiO2': 45, 'TiO2': 29, 'Al2O3': 72, 'FeO': 41, 'MnO': 67, 'MgO': 85, 'CaO': 99, 'Na2O': 32, 'K2O': 31, 'F': 86, 'Cl': 2, 'Bjergart': 'Dunit'}
{'SiO2': 48, 'TiO2': 80, 'Al2O3': 94, 'FeO': 73, 'MnO': 35, 'MgO': 96, 'CaO': 22, 'Na2O': 48, 'K2O': 7, 'F': 91, 'Cl': 72, 'Bjergart': 'Basalt'}
{'SiO2': 46, 'TiO2': 21, 'Al2O3': 70, 'FeO': 3, 'MnO': 87, 'MgO': 59, 'CaO': 46, 'Na2O': 83, 'K2O': 81, 'F': 3, 'Cl': 36, 'Bjergart': 'Harzburgite'}
